label,id,date,user_id,text,pic_url,video_url,comment_num,repost_num,like_num
real,e2151d2ebe69fa307b13965108ba9885,2020-07-26 08:51,43a971db6364c4ed7cd101feca243600,"【#铁岭公布新增病例行动轨迹#】7月25日，铁岭市新增1例新冠肺炎确诊病例，#铁岭病例为大连确诊密接#，现已在定点医院隔离治疗。王某某,女,55岁，常住大连市，工作单位为大连某食品有限公司（该公司从事进口及国产水产品加工、冷藏等业务），与该公司1名确诊病例在同一车间工作。7月21日7时50分，该患者从大连北站乘坐G707次高铁（座位号5车厢3F）返铁探亲，10时10分到达铁岭西站，患者自述乘车期间全程佩戴口罩。下车后由其弟开私家车将其接至铁岭县蔡牛镇榆树村家中。16时患者到村内正仁超市购物。7月22日8时，患者陪同其母亲到蔡牛镇蔡牛村名仕理发店理发。8时30分离开理发店，乘坐其弟私家车至铁岭市凡河新区金鼎观澜小区其妹家中。7月23日作为大连确诊病例的密切接触者被送至铁岭市集中医学隔离观察点进行隔离观察。7月24日入铁岭县中心医院发热门诊就诊，经市疾控中心核酸检测结果为阳性。7月25日经省专家组复核为确诊病例（普通型）。目前对排查到的该患者的密切接触者全部实施了集中隔离医学观察。",['https://wx4.sinaimg.cn/orj360/a716fd45ly1gh436km573j20ob0obk0y.jpg'],,304,174,1304
real,0997bffd43669b8df19cac96b67829ac,2020-03-24 06:54,43a971db6364c4ed7cd101feca243600,【#英国新增967例新冠肺炎#，#英国禁止非同一家庭2人以上聚集#】3月23日，英国新增新冠肺炎确诊者967例，累计确诊6650例。新增死亡54例，累计死亡335例。当地时间3月23日晚，英国首相鲍里斯·约翰逊宣布，为了应对新冠肺炎疫情，英国开始实施更加严格的管制措施。当晚开始，除购买生活必需品、外出锻炼、求医或核心工作者通勤以外，所有人必须待在家中，非同一家庭2人以上的聚集将被禁止。图书馆、露天健身房、祷告场所等也将关闭，人们除葬礼外不可举行纪念或宗教仪式。新规实施后，警察将有权驱散聚集的人群或进行罚款。约翰逊表示，新规将实施三周，届时如果疫情得到控制，将放松管制。（强薇）,['https://wx1.sinaimg.cn/orj360/a716fd45ly1gd4mz740r3j20ob0obk0y.jpg'],,1232,409,17425
real,8c45ffe991d05b0a2f6500c82f888174,2020-06-11 11:38,43a971db6364c4ed7cd101feca243600,【#美国新冠肺炎确诊超200万#】据美国约翰斯·霍普金斯大学发布的全球新冠肺炎数据实时统计系统，截至美国东部时间6月10日晚11点，全美新冠肺炎确诊病例已经突破200万，其中死亡病例112924例。目前#全美12州确诊病例超5万#，超过10万的州有5个。《纽约时报》统计指出，目前美国20个州日新增发病数呈上升 ​​​​...展开全文c,['https://wx4.sinaimg.cn/orj360/a716fd45ly1gfo75dsk15j20j60wfgrb.jpg'],,790,384,3076
real,62e567900f78edc8604c2a264bca309e,2020-05-04 07:54,43a971db6364c4ed7cd101feca243600,【#青春的逆行#，只为无悔的青春】一场疫情阻击战，90后、00后成抗疫一线主力军。他们是医护人员、是人民子弟兵、是志愿者、是警察、是外卖小哥、是建筑工人……“现在轮到我们守护了”，他们赋予青春以奋斗，以奉献，以燃烧。今天，五四青年节，致敬所有#为我们拼过命的战疫青年#！ ​​​​,['https://wx1.sinaimg.cn/orj360/a716fd45ly1geg33pfofyj20m811hgve.jpg'],,3780,17815,34199
real,8121a0ff02d1c86d6badc59aadf95641,2020-07-06 12:51,43a971db6364c4ed7cd101feca243600,【#张文宏称无证据证实D614G变异毒株毒性更强#】7月6日，#张文宏谈29%新冠病毒样本现D614G变异#：目前的证据还无法证实D614G突变病毒株的毒性更强，而且D614G突变不太可能对目前正在研制的疫苗的疗效产生重大影响。但是在疫情逐渐进入深水区之际，后续还会有较多的不确定性，还需要更多实验验证和监测变异现象。@张文宏医生,['https://wx3.sinaimg.cn/orj360/a716fd45ly1ggh5qcms3xj20gi0a2ac3.jpg'],,1103,501,17777
real,9528fdbb263684ff09264ac78feb27b0,2020-05-04 22:31,43a971db6364c4ed7cd101feca243600,【稻城#保安4千米海拔放歌安抚游客#】5月3日，四川稻城亚丁景区，部分游客返程时因游玩疲累开始拥挤、不愿排队和不戴口罩。保安小哥为缓解游客焦虑，称愿献上一首情歌。保安开口音准气稳，“惊呆了”游客们，瞬间“气氛就起来了”。有的游客忍不住跟唱后因地处高原又马上埋头吸氧。L时间视频的微博视频,[],"http://f.video.weibocdn.com/Ad0K19mElx07D0zD6ety01041200DvoS0E010.mp4?label=mp4_720p&template=960x720.25.0&trans_finger=11ccc9c970f47cffd9369c72510b3033&media_id=4500930503311378&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=h&lp=00001Lbvpe&ps=4pdsh0&uid=6gezPp&ab=966-g1&Expires=1602132675&ssig=GkDXLJUGoo&KID=unistore,video&480",1028,504,7509
real,7c2139967ecfdbddd3a5802e33b43802,2020-08-29 06:42,43a971db6364c4ed7cd101feca243600,【#美国新冠确诊病例超590万例#】据美国约翰斯·霍普金斯大学全球新冠肺炎疫情实时监测系统显示，截至美国东部时间8月28日下午5时28分，全美共报告新冠病毒感染病例5906615例，其中包括死亡病例181579例。与该系统24小时前的数据相比，美国确诊病例增加了47758例，死亡病例增加了1085例。（人民日报记者郑琪）,['https://wx4.sinaimg.cn/orj360/a716fd45ly1gi7ajzhqkvj20ob0obk0y.jpg'],,461,248,2224
real,6f2b7e632c64ba5835164abe2f1ab28e,2020-02-09 15:40,43a971db6364c4ed7cd101feca243600,【#中南医院接管武汉雷神山医院#】2月8日晚，武汉大学中南医院正式接管武汉雷神山医院，中南医院院长王行环兼任雷神山医院院长。武汉大学中南医院重症医学科、呼吸与危重症医学科、医学检验科等多个科室专家赶赴雷神山医院，实地查看医院建设和患者收治情况，并对相关工作进行交接。此前，湖北省肿瘤医院、武汉市第一医院的医护人员已入驻雷神山医院，做接收患者的相关准备工作。大连、锦州等多个支援医疗队将驰援雷神山医院，进行患者的收治和诊疗工作。,['https://wx3.sinaimg.cn/orj360/a716fd45ly1gbq6x0jmebj21900u0e84.jpg'],,1192,423,15923
real,d757effa4f8d399363e5d20cf369ecee,2020-07-01 17:51,43a971db6364c4ed7cd101feca243600,【#民航局发第二份熔断指令#】7月1日，民航局发出自《民航局关于调整国际客运航班的通知》发布以来的第二份“熔断指令”，决定自7月6日起暂停四川航空埃及开罗至成都3U8392航班运行1周。　　6月27日，四川航空埃及开罗至成都的3U8392航班上6位旅客新冠病毒核酸检测呈阳性，民航局根据6月4日发布的《民航局关于调整国际客运航班的通知》有关规定，决定对四川航空实施航班熔断措施，自7月6日起，暂停四川航空该航线航班运行1周，并要求熔断的航班量不得用于其他航线。　　自《民航局关于调整国际客运航班的通知》发布后，6月11日南航CZ392孟加拉达卡至广州航班发现17位旅客新冠病毒核酸阳性，民航局决定对该航班采取熔断措施，自6月22日起，暂停该航班该航线运行4周，这是民航局开出的第一份“熔断指令”。,['https://wx2.sinaimg.cn/orj360/a716fd45ly1ggbmbpuhldj20i10d2dig.jpg'],,466,589,2252
real,e37cbfe741f2b09312e07120afe84cf3,2020-03-15 16:07,43a971db6364c4ed7cd101feca243600,【#央行已发放专项再贷款1840亿元#】中国人民银行货币政策司司长孙国峰3月15日介绍，人民银行1月31日设立了3000亿元抗疫专项再贷款，为支持疫情防控发挥积极作用。截至3月13日，人民银行已经发放专项再贷款1840亿元。目前来看，银行发放优惠贷款的进度保持在每天100亿元以上，发放速度比较快。 L人民日报的微博视频,[],"http://f.video.weibocdn.com/yCLZATHKlx07BIEmC0XC01041200jRms0E010.mp4?label=mp4_720p&template=1136x640.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&media_id=4482772233027606&tp=8x8A3El:2a7nHhUymBubrB&us=0&ori=1&bf=4&ot=h&lp=00001Lbvpe&ps=4pdsh0&uid=6gezPp&ab=966-g1&Expires=1602048047&ssig=8vqpPcF%2Bpr&KID=unistore,video&480",921,392,9500
real,0f6361a86ae302fea3bccf2165c4246d,2020-07-23 15:30,43a971db6364c4ed7cd101feca243600,【#CBA联赛31日起恢复观众购票观赛#：实名+核酸检测】7月23日，中国男子篮球职业联赛官方网站发布公告称，开放医护人员、教师、公安战线人士通过预约链接，预约观看26日的两场比赛。31日，CBA季后赛开战，届时青岛国信体育中心钻石体育馆将恢复面向球迷售票。球票销售全面实行线上实名制购票、线下实名制入场，观赛球迷须年满12岁、且持有48小时内核酸检测合格证明。同时，场馆将严格根据国家防疫相关规定执行控制上座率、观众就座间隔1米、进场前体温检测等疫情防控要求。O网页链接,['https://wx2.sinaimg.cn/orj360/a716fd45ly1gh0xv1mn40j20xj0u0nh0.jpg'],,225,153,1780
real,c92af33819c41cec4b5165c5362e1af9,2020-07-25 17:45,43a971db6364c4ed7cd101feca243600,#香港连续四天本地新增病例破百#【#香港新增确诊133例# 其中126例为本地感染】香港特区政府卫生署7月25日通报，截至凌晨零时，全港新增133例新冠肺炎确诊病例，创单日最多纪录，其中126例为本地感染，是连续第四日本地新增病例破百。香港累计确诊病例达2506例。    卫生署卫生防护中心传染病处主任张竹君表示，今日新增的本地病例中，部分患者是之前确诊者的同住家人、或与之前确诊的群组相关，涉及多间餐厅、安老院及街市等场所；另有55人暂时未能找到确切的传播源头，包括多名的士司机和1名留宿于香港大学宿舍的学生。    7例输入性病例中，3名外籍佣工由菲律宾抵港，另有2名海员和2名货机机师由印度抵港。    据医院管理局数字显示，截至25日中午，共有1454名新冠肺炎确诊患者康复出院，另有18人死亡，其余确诊患者仍在14间公立医院接受隔离治疗，其中37人为危重症。    病床供应方面，医管局辖下公立医院目前开放1207张负压病床和649间负压病房，使用率分别为78.9%及82.6%。    医管局同日宣布扩大“实验室监察计划”，由本月27日起，将于全港22间政府普通科门诊诊所外，向感染风险较高、或有轻微不适的市民免费派发深喉唾液样本收集包；每间诊所每日派发110个样本收集包，市民须于3天内交回样本，若检测呈阳性会收到通知安排入院进行隔离治疗。（人民日报记者陈然）,['https://wx2.sinaimg.cn/orj360/a716fd45ly1gh3d0nbw4zj20j60j6427.jpg'],,1519,542,27235
real,2a83bcdb72ccfd83e7fe53444c81d381,2020-02-15 21:23,43a971db6364c4ed7cd101feca243600,【武汉城建局#回应称火神山医院严重漏水不实#】据武汉市城乡建设局，2月14日晚至15日，武汉遭遇极端雨雪天气，网上流传“火神山医院昨晚被风吹走了”的消息，还有火神山医院严重漏水视频。经核实，漏水现象不在火神山医院，而是发生在雷神山医院尚未交付使用的病区，目前正抓紧维修整改。火神山医院自投入使用以来一直正常运转。针对集装箱式活动板房的简易结构形式，会强化措施。,['https://wx4.sinaimg.cn/orj360/a716fd45ly1gbxehq41xnj20n017cgvs.jpg'],,1276,665,13677
real,279edfa6eceb91576b62dba2b67d2a70,2020-06-04 09:52,43a971db6364c4ed7cd101feca243600,【#民航局调整国际客运航班#：#6月8日起实施航班奖励和熔断措施#】6月8日起，将以入境航班落地后旅客核酸检测结果为依据，对航班实施熔断和奖励措施。①奖励措施：航空公司同一航线航班，入境后核酸检测结果为阳性的旅客人数连续3周为零的，可在航线经营许可规定的航班量范围内增加每周1班，最多达到每周2班。②熔断措施：航空公司同一航线航班，入境后核酸检测结果为阳性的旅客人数达到5个的，暂停该公司该航线运行1周；达到10个的，暂停该公司该航线运行4周。“熔断”的航班量不得调整用于其他航线。“熔断”期结束后，航空公司方可恢复每周1班航班计划。O民航局关于调整国际客运航班的通知,['https://wx2.sinaimg.cn/orj360/a716fd45ly1gfg0qco4hoj20jj1akap0.jpg'],,2437,1637,18529
real,44183c9d5cf5f6ca95db8eca8660b613,2020-07-31 17:06,43a971db6364c4ed7cd101feca243600,【#香港单日新增确诊121例#，#香港连续10天单日新增超100例#】香港特区政府卫生署7月31日通报，截至凌晨零时，全港新增121例新冠肺炎确诊病例，是连续第十日单日新增破百，其中118例为本地感染；另有90余人病毒检测初步呈阳性，正等待复检。香港累计确诊病例达3273例。（人民日报记者陈然） ​​​​,['https://wx4.sinaimg.cn/orj360/a716fd45ly1gha9mbmu2vj20j60j6767.jpg'],,350,186,2780
real,5eec7ae9c5ba013282f722253a4c4faf,2020-05-27 10:41,43a971db6364c4ed7cd101feca243600,【大片感！#航天员水下失重训练画面#】过去一年间，航天员全力备战空间站任务，新冠肺炎疫情暴发以来，全体航天员一直都处于隔离训练状态。水下失重训练是众多训练科目中的一项，航天员通过在中性浮力水槽中的训练，掌握失重状态下运动的协调性和姿态控制，以及空间运动、空间操作、运送货物和维修作业等活动的方法与技巧。辛苦了！@我们的太空,"['https://wx1.sinaimg.cn/thumb150/a716fd45ly1gf6t7erop2j218g0toe81.jpg', 'https://wx3.sinaimg.cn/thumb150/a716fd45ly1gf6t7gbf2gj218g0tnb2a.jpg', 'https://wx4.sinaimg.cn/thumb150/a716fd45ly1gf6t7f7d6vj218g0tn7wi.jpg', 'https://wx2.sinaimg.cn/thumb150/a716fd45ly1gf6t7fv9c9j218g0tnhdt.jpg', 'https://wx3.sinaimg.cn/thumb150/a716fd45ly1gf6t7gmytzj218g0tnu0x.jpg', 'https://wx3.sinaimg.cn/thumb150/a716fd45ly1gf6t7f2gvqj218g0tnx6p.jpg', 'https://wx2.sinaimg.cn/thumb150/a716fd45ly1gf6t7gpss0j218g0tnqv5.jpg', 'https://wx3.sinaimg.cn/thumb150/a716fd45ly1gf6t7gdj5cj218g0tnnpd.jpg', 'https://wx2.sinaimg.cn/thumb150/a716fd45ly1gf6t7glrckj20v50u0u0x.jpg']",,781,3480,12035
real,3631b1b303bf149d9e18b444965cab1d,2020-08-02 15:22,43a971db6364c4ed7cd101feca243600,【#内地核酸检测支援队7名先遣队员抵港#】香港疫情严峻，国家卫健委应香港特区政府请求，在中央统筹部署和指挥下，已迅速组建“内地核酸检测支援队”近期赴港协助抗疫。最新消息显示，其中7名“先遣队”队员已于今日中午抵达香港。接下来，他们将开始协助开展实验室工作。O已经到港！广东核酸检测“先遣队”7名队员将开... ​​​​,['https://wx2.sinaimg.cn/orj360/a716fd45ly1ghchtx0bf1j20u01bwqv5.jpg'],,637,484,3926
real,a823bc1f5cb74df9adbef9acfc1f0162,2020-05-10 18:02,43a971db6364c4ed7cd101feca243600,【最新数据：#全球新冠肺炎超400万例#】截至北京时间5月10日17时，214个国家和地区累计确诊4000134例，“钻石公主”号邮轮712例，全球新冠肺炎累计死亡279152例。其中，#美国新冠肺炎病例超130万#。转发关注#新冠肺炎疫情全球走势#↓↓ ​​​​,['https://wx2.sinaimg.cn/orj360/a716fd45ly1genif5yws9j20u02dkx6q.jpg'],,525,442,2462
real,178538bc36f9325ec0f3033872fdbdc6,2020-06-09 06:46,43a971db6364c4ed7cd101feca243600,【#世卫组织称全球新冠疫情正在恶化#】6月8日，世界卫生组织总干事谭德塞表示，全球新冠疫情正在恶化，6月7日，#世界单日新增13.6万例新冠肺炎#，是迄今全球新增病例最多的一天。谭德塞说，各国已向世卫组织报告近700万例新冠病例，近40万人死亡。欧洲疫情有所好转，但是全球范围内，新冠疫情继续恶化，过去10天中有9天新增确诊病例数超过10万，6月7日新增病例数达13.6万例，创下新的记录。谭德塞表示，6月7日新增病例中近75%来自10个国家，其中大部分集中在美洲和南亚。此外，东欧、中亚、非洲国家病例数也在增加，疫情有扩散。据世界卫生组织6月7日和8日的每日疫情统计报告，美国和巴西为每日新增确诊病例最多的国家。（张朋辉）,['https://wx4.sinaimg.cn/orj360/a716fd45ly1gflngu56trj20ob0obk0y.jpg'],,2373,2433,54945
real,33e010c9f85022a8af06b611fb9797e1,2020-04-03 16:00,43a971db6364c4ed7cd101feca243600,【#人民直播#：#湖北介绍疫情防控工作#】4月3日下午，湖北省新型冠状病毒肺炎疫情防控工作指挥部召开第63场新闻发布会，介绍统筹推进疫情防控和农业生产情况，并答记者问。@人民日报 正在直播↓一起关注。 L人民日报的微博视频 . ​​​​,[],"http://f.video.weibocdn.com/irEgamhwlx07Cd0CjRIs01041208VoVv0E040.mp4?label=mp4_720p&template=1280x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&media_id=4489668394418184&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=2&ot=h&lp=0000hUDeH&ps=4pdsh0&uid=7NVSz0&ab=3331-g1,966-g1&Expires=1600159010&ssig=urGB%2Bv%2FLz2&KID=unistore,video&480",299,233,2381
real,43f6ff2fca6db21f2d1bb87cb0bed1d8,2020-05-22 11:44,43a971db6364c4ed7cd101feca243600,【5月19日#吉林市断链病例已找到传染源#】5月19日，吉林省卫健委通报的确诊病例情况介绍中，病例3、病例4两人为舒兰市返吉人员。不少网友发现，官方当时并未通报其与已确诊病例有过密切接触史，因此有人解读为疫情“断链”。5月20日，官方通报初步调查结果，该两例病例与5月10日通报的确诊病例2有关联。#吉林官方通报疫情断链一说不存在#针对这一热点问题，人民日报记者近日对吉林省新型冠状病毒肺炎疫情防控工作领导小组相关负责人进行了采访，并得到明确答复：该两例确诊病例的传染源已经查清，“断链”一说不存在！以下为具体情况：问：5月19日通报的病例3和病例4，当时并未通报其与其他确诊病例有过密切接触；目前感染来源是否明确，能否介绍一下具体情况？答：通过多部门联合调查，5月19日通报的确诊病例3（姜某某）和病例4（郑某某）系由5月20日通报的确诊病例（姜某）传染。5月20日通报的确诊病例（姜某）与5月10日通报的病例9（郝某某）、5月10日通报的病例1（刘某）三人在5月2日晚20时-22时同时在北华大学南校区校门口小吃夜市活动，有共同暴露史，姜某在暴露后4天发病。5月19日通报的确诊病例3（姜某某）和病例4（郑某某），5月9日从舒兰返回家中与5月20日通报的确诊病例（姜某）共同生活，分别于5月14日和5月15日发病，从暴露到发病分别为5天和6天，符合新冠肺炎传播特征。,['https://wx3.sinaimg.cn/orj360/a716fd45ly1gf12xmkedrj20ob0obk0y.jpg'],,5891,1469,84131
