label,id,date,user_name,user_id,text,pic_url,video_url,comments_num,repost_num,like_num
fake,4480621722391878,2020-03-09 17:42,玉意天香,2065398741,吴好运，男，1958年6月生于四川省北川县，出生的第二年中国发生了三年自然灾害，饿了三年肚子的他慢慢长大了，然而他的父母却死于饥饿，1976年，17岁的他考入了华北煤炭医学院（唐山），1976年7月27日他从四川到学校报到，第二天，发生了唐山大地震，他在倒塌的房子下幸运地活了下来，2003年调入广州市第一人民医院，刚刚上班，非典爆发，2008年5月10日，他回家乡北川祭祖，还没来得及走，遇上了汶川大地震，2020年1月，调入武汉市中心医院，遇上了新冠肺炎，身为医生的他上了前线，1月27日被感染住院，2月23日病愈出院，前往福建泉州妻子处养病，入住欣佳宾馆隔离14天，3月7日晚，欣佳宾馆塌了，他没有躲过这次的追杀，享年62岁！你看这爹妈起的名字[发呆]倒霉催的[尴尬] 2廊坊·燕郊,[],,0,0,0
fake,4484680805727446,2020-03-20 22:31,杨大有,6104909155,美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所有的医疗抢救设施，每艘船相当于一个雷神山医院。【如果不是病毒，谁能想到人家的实力】 ​​​​,"['https://wx2.sinaimg.cn/orj360/006F9zKHly1gd0rk8s74tj30rs0ju466.jpg', 'https://wx2.sinaimg.cn/orj360/006F9zKHly1gd0rk9anslj31hc0u0khg.jpg']",,14,2,15
fake,4512224074311918,2020-06-04 22:38,河北庄里事,tianfengqiang,#美国示威者要求警察戴口罩# 这么不给面子～特朗普带着夫人去探望奥巴马，并且送上礼物，企图平息黑人一族的怒火。没想到奥巴马接过礼物，一转身便将其甩了出去L河北庄里事的微博视频 ​​​​,[],"http://f.video.weibocdn.com/ZgpMd8JElx07DOhl682c010412001eej0E010.mp4?label=mp4_hd&template=400x400.25.0&trans_finger=62b30a3f061b162e421008955c73f536&media_id=4512224035667997&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=h&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599028887&ssig=1fQzUkgFcC&KID=unistore,video&480",16,6,67
fake,4468590218829169,2020-02-05 12:53,脊椎专家董安立博士,737896318,董安立脊椎健康超话#全国确诊新型肺炎病例##抗击新型肺炎我们在行动# 武汉新型冠状病毒找到解药~瑞德西韦（Remdesivir）了！今天有一个最新的好消息：武汉第一批270名患者，用了美国的瑞德西韦药临床试验成功，96%的患者肺部恢复。瑞德西韦是美国吉利德公司研发生产的针对埃博拉病毒的药物，在1月中下旬治疗一例感染者有奇效后，通过美国特朗普总统特批后免费支援中国，2月2日在北京中日友好医院临床实验，效果显著。感谢美国吉利德公司！感谢美国政府和美国人民！感谢中国医生！#医图医美##健康#,[],,97,9,91
fake,4472860678527506,2020-02-17 07:42,新四君微薄力量,chenygxy,牛大夫观热点:分享一下对目前武汉肺炎多角度信息的个人看法：1，目前武汉肺炎已经是三代或四代感染，一线医生明显感觉病毒的毒性变弱。2，这个病的预后很好，不像非典预后那么差，肺部不会纤维化。治疗经验也更丰富有效，很少后遗症。3，武汉确实感染病人非常非常多，不少重症是积压拖延导致的。但是新近感染的基本都是轻症。4，重症患者目前通过大量吸氧和ECMO治疗，只要挺过呼吸窘迫期基本都可以救过来。5，目前武汉这么多死亡病例是因为诊断不及时治疗延误和早期对这个病毒的认识不够造成医生乱用药反而适得其反。是的，这次的病毒传播性强但毒性不强。6，武汉协和的职工早期积极治疗，用无创的都不多，大部分自己出院，就是几个离退休的重一点，也在无创的支持下恢复比较顺利。7，第一批出院的马上要上岗了。据观察重的都是第一代的，尤其快过年了，很多老人在家里没有正规治疗，拖到后面就有点麻烦了。这两天协和的发热门诊从高峰的2000降到了现在的200左右，拐点应该是差不多了。普通市民做好适当防护，少出门就行了，不用太恐慌，正确使用口罩很重要。8，由于存在大量无症状感染者，今后有可能会有健康携带病毒者存在。如同乙肝、甲流。可能不会象非典那样突然间的来无影去无踪。9，比较科学全面的治疗方案是：抑制病毒、提升免疫力、及时控制过度炎症反应、保护重要脏器功能、改善供氧不足，维护体内代谢平衡，及时把握ECMO的使用指征，这些综合治疗手段都是很重要的，三甲医院都有这个条件。10，全社会隔离三个14天啦，每天新发病的比率，大多数非湖北地区，都在百万分之一以下了，死亡率千分之几，许多疾病都比这个高啊！过度防疫形成恐惧是灾难的二次自损伤害！该松绑啦！人人正确使用口罩，天天测体温，处处注意通风换气，个个阳性者及密切接触者隔离。做好这些足够了，社会应该尽快复苏，恢复正常运转！我们的工作作风十分缺乏严谨的科学精神，因此会盲目的乐观和悲壮！(或者叫走极端） 2南昌·南昌大学第一附属医院(象湖院区),[],,13,17,11
fake,4468707352850070,2020-02-05 20:38,鹤鸣九皋30,7160625498,这是隔离重症病房里一个小朋友对医生说的话，泪目。 #冠状病毒对紫外线和热敏感# #新型肺炎新增疑似病例明显减少#  L鹤鸣九皋30的微博视频 ​​​​,[],"http://f.video.weibocdn.com/002LLkNmlx07AIKe5Y9O0104120010Ae0E010.mp4?label=mp4_hd&template=576x1024.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&media_id=4468703958597676&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=v&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599360687&ssig=IJknVemPS3&KID=unistore,video&480",26,14,90
fake,4473695546602906,2020-02-19 14:59,长春赞,CCZ0431,#长春爆料#【马上要解放了？真的假的?】长春学校开学时间：高三，初三，3月2日开学，高一，高二，初一，初二，3月9日开学，小学4一6年级，3月16日开学，幼儿园，小学1一3年级，大学，职校继续延时，直至疫情消除。市政府会议精神，3月16日居民出行正常化，17日公交正常化，18日逐步企业生产和市场经营正常化，22日重点场所正常化，25日机场、高速、动车、国道正常化。目前为止待在家里！等待通知！,[],,20,3,13
fake,4484641522658367,2020-03-20 19:55,画画的老武,6686773484,美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所有的医疗抢救设施，每艘船相当于一个雷神山医院。 L画画的老武的微博视频 ​​​​,[],"http://f.video.weibocdn.com/003YvWaPgx07BQSrkBcr010412002iwe0E010.mp4?label=mp4_hd&template=640x368.25.0&trans_finger=62b30a3f061b162e421008955c73f536&media_id=4484641378205715&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=h&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599334637&ssig=c7WfMIMAPr&KID=unistore,video&480",90,66,342
fake,4466353878475240,2020-01-30 08:46,幸运甜甜,6524484060,#顺丰回应快递员拦截包裹卖口罩#黑心快递员私自载获客户口罩，顺丰连夜否认！国家有难还有这么猖狂的人，我们的国人在努力的把资源带给需要的人，你们都干了些什么?良心往往就是在灾难来临之时体现出来的行为，管理也是如此！ L幸运甜甜的微博视频 ​​​​,[],"http://f.video.weibocdn.com/001tPUuxgx07Ayo02O1y01041200jUZo0E010.mp4?label=mp4_720p&template=720x1280.24.0&trans_finger=c3f00996be5378650057cf237d7bfffd&media_id=4466353780752389&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=v&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599366336&ssig=oFoz%2FRU87g&KID=unistore,video&480",42,0,32
fake,4478089859970549,2020-03-02 18:01,JustLupeng,5701286981,分享：宁波女子为获得绿卡，捐给美国20万只口罩，自称已不是中国人O网页链接 ​​​​,[],,1,0,1
fake,4464548373717200,2020-01-25 09:12,文商和合,wangjianhongvip,#西安爆料##逃离武汉大作战# 老户县，新鄠(hu)邑(yi)，蒋村小伙吴建章，此人在武汉感染后逃离回家，被发现后在户县北关医院隔离治疗晚上8点左右又一次逃离。👮大家，年都过不好了！一只老鼠坏了一锅汤。一声叹息，一地鸡毛！#产经智库# 呼吁：希望大家转发看到此人迅速报警别让病毒再次扩散🙏🙏🙏,"['https://wx1.sinaimg.cn/thumb150/007pVGG6ly1gb8jenans1j30u01b847l.jpg', 'https://wx2.sinaimg.cn/thumb150/007pVGG6ly1gb8jenvu95j30u00tp0yc.jpg', 'https://wx4.sinaimg.cn/thumb150/007pVGG6ly1gb8jepq3rgj30u04lg4qp.jpg']",,66,11,172
fake,4483491313839852,2020-03-17 15:44,少帅的点评,7405340395,大家看看，石正丽又出妖蛾子了！以前她一口咬定新冠病毒来自她的菊头蝠，挑起美国的“伯曼律师团队”状告中国，要向中国索要10亿美元经济损失赔偿，理由是中国隐瞒新冠病毒肺炎疫情，导致漫延美国！多么荒唐的诉状！而今，石正丽又说蚊子也是新冠病毒宿主，含有新冠病毒的蚊子也会直接传染人，从而漫延开去，引发疫情恐慌！石正丽，你的蝙蝠新冠病毒到底有多少宿主呀？！石正丽你到底要干嘛？！石正丽跟美国一起研究蝙蝠新冠病毒这么多年，到底为了什么？！为了瑞德西韦？还是让美国敲诈中国？！『石正丽凌晨发出警告：对疫情不必抱有太大乐观，蚊虫或成第三宿主』O石正丽凌晨发出警告：对疫情不必抱有太大乐观...,[],,157,219,375
fake,4498885772520991,2020-04-29 03:16,董郎行,1736574887,孤身驰援武汉的南京民营护士贾晓月有个民营单位的护士，当初独自一人去援助武汉，援汉结束后也没有掌声和优待，就连返回的车票都是自己默默买的，仿佛一切都没发生过。（来源：陈兆鹏先生/微博/江淳编辑）她叫贾晓月，今年25岁，老家是连云港的，在南京一家民营医疗机构当护士。疫情刚开始时，她在网上看到消息，心情很沉重。她觉得，自己作为一名医护人员，虽然不是什么国家单位的，也没有什么编制，但是应该尽一份心。2月18日，她在网上看到了武汉招募志愿者的消息，立马报了名，简单收拾了一下，19日就前往武汉了。因为贾晓月是以个人名字来援助武汉的，没有享受到任何公派医疗人员的待遇，自己一个人坐车来，最后又一个人默默买张票回家。没有欢送，甚至连一句感谢都没有。4月2日，在武汉与病毒搏斗了一个多月的贾晓月，终于完成自己的“使命”，自己买了张车票，无声无息地离开了那座英雄城市。回到南京后，她自行隔离了14天，然后归于平静，仿佛什么也没发生过。在武汉的朋友说：“我们湖北人对不起贾晓月，她为我们做了这么多，可是我们什么也没做，都没来得及好好说一句谢谢和再见。”所有奋战在一线的医护人员都是我们心中的英雄，不管她是体制内的还是体制外的，应该都受到尊重和礼遇。我能做的微乎其微，只能将她的事迹发出来，让大家了解。愿所有一线的医护人员平安喜乐。O孤身驰援武汉的南京民营护士贾晓月#关注新冠肺炎##李佳琦道歉##李佳琦##贾晓月同行护士发声#,"['https://wx4.sinaimg.cn/thumb150/678207a7gy1gea2yynij1j20j30k5goa.jpg', 'https://wx1.sinaimg.cn/thumb150/678207a7gy1gea2yz46jcj20lv0giacl.jpg', 'https://wx4.sinaimg.cn/thumb150/678207a7gy1gea2yzjz0uj20dv093dgs.jpg', 'https://wx4.sinaimg.cn/thumb150/678207a7gy1gea2yy7jy4j20fz09pgnr.jpg']",,13,4,39
fake,4468292070752392,2020-02-04 17:08,能歌哥Arenwong,silinwang,广州南岸腾龙国际，女的在家里喷洒酒精消毒，男的在厨房做饭，家里就爆炸了，疫情防控期间，大家对酒精一定要安全使用 O网页链接 ​​​​,[],,9,2,9
fake,4478295876028371,2020-03-03 07:40,这个要火的节奏,6469925944,"""我不是中国人""，华人女子获美国绿卡，慷慨对美捐赠20万只口罩 ""我已经获得美国绿卡，即将加入美国国籍，现在已经不是中国人""，短短的一句话在海外社交网站引起了巨大轰动。据海外媒体整理，这段话是一名来自中国宁波的女子。为了快速加入美国国籍，该女子以个人名义在中国采购了20万只口罩捐赠给美国国土安全部抵抗疫情。为了获得美国绿卡，加入美国国籍，这名女子除了捐赠口罩之外，还从日本采购了3台医疗设备，献给了美国陆军野战医院，用于疑似感染的美军士兵治疗。保守估计，该女子现如今已经给美国捐赠了超过300万美元的物资，而这一切，仅仅是为了加速获得美国国籍。【来源   兵戎要志】","['https://wx1.sinaimg.cn/thumb150/006NlCzfgy1gcehabmvo1j30go09qmxo.jpg', 'https://wx3.sinaimg.cn/thumb150/006NlCzfgy1gceha5xx46j30dw0ax0t1.jpg', 'https://wx4.sinaimg.cn/thumb150/006NlCzfgy1gceha9gepbj30hs09eaaw.jpg']",,50,4,91
fake,4493946904278122,2020-04-15 12:11,全民体育新世界,jmcsuv,#孙悦# 据悉，在我国疫情爆发期间，CBA北控男篮后卫孙悦带着全家一起去了美国，而现在美国成了疫情最严重的国家，由于航班管控，暂时还回不来中国，他的妻子陈露在直播中也说了在美国遭到歧视，哎早知今日何必当初呢 ​​​​,[],,34,129,208
fake,4485352918065476,2020-03-22 19:02,西子丹聊斋,xizidan67,【美国黑人区开始打砸抢了】眼下，美国疫情已经开始爆发，黑人区也开始打砸抢了......【新号段全国手机靓号：私信或关注可自动获取号源和售价信息】#美国疫情# #美国迈阿密市宣布宵禁#  L西子丹聊斋的微博视频 ​​​​,[],"http://f.video.weibocdn.com/001AizeQgx07BU0A96jS01041200oYuR0E010.mp4?label=mp4_720p&template=1272x720.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&media_id=4485351998423046&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=h&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599329778&ssig=NMGG%2FBOtJK&KID=unistore,video&480",219,305,857
fake,4480724843280578,2020-03-10 00:31,Sorry_肉肉,13966277,吴好运（网友戏称无好运），男，1958年6月生于四川省北川县，出生的第二年中国发生了三年自然灾害，饿了三年肚子的他慢慢长大了，然而他的父母却死于饥饿，1976年，17岁的他考入了华北煤炭医学院（唐山），1976年7月27日他从四川到学校报到，第二天，发生了唐山大地震，他在倒塌的房子下幸运地活了下来，2003年调入广州市第一人民医院，刚刚上班，非典爆发，2008年5月10日，他回家乡北川祭祖，还没来得及走，遇上了汶川大地震，2020年1月，调入武汉市中心医院，遇上了新冠肺炎，身为医生的他上了前线，1月27日被感染住院，2月23日病愈出院，前往福建泉州妻子处养病，入住欣佳宾馆隔离14天，3月7日晚，欣佳宾馆塌了，他没有躲过这次的追杀，享年62岁！🙏🙏🙏 2石家庄,[],,12,0,4
fake,4522555472172693,2020-07-03 10:51,北京高校那些事儿,bjxynxs,#北京健康宝崩了#，没了健康宝，什么也做不了，#北京# 上班也迟到了，希望能尽快修好，加油健康宝！L北京人北京事儿的微博视频 ​​​​,[],"http://f.video.weibocdn.com/003exorvgx07ExKn4n0I0104120045XE0E010.mp4?label=mp4_hd&template=360x636.24.0&trans_finger=6038099a530779e853bb78b617dbd3ab&media_id=4522554111754252&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=v&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599012445&ssig=9Wj9M5DbW9&KID=unistore,video&480",0,0,0
fake,4492473550145109,2020-04-11 10:37,朱智勇-,1214219230,转：俄罗斯确诊超过一万，一怒之下驱赶中国人！这些人大多是在那里留学工作和做生意的！美国确诊四十多万还没有驱赶过一个守法的中国人，这就是文明与野蛮的差距！ ​​​​,[],,107,151,457
fake,4483098303118679,2020-03-16 13:43,顾立国V,billygu,美国总统，唐纳德 特朗普演讲中险些晕倒，确诊为冠状病毒正在医院接受治疗，总统职务由副总统彭斯接替。美国全国上下一片恐慌。许多持有中国签证的美国人正在争抢前往中国的航班，飞机票是平时的十倍。 O网页链接 ​​​​,[],,17,1,13
fake,4484591757194577,2020-03-20 16:37,汤旭东,tangxudong,【美国佬还真牛】美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所有的医疗抢救设施，每艘船相当于一个雷神山医院。没想到第三次世界大战就这样开始了，是人类对病毒的战争。美国这个储备，当真是打仗的架势啊，谁会想到会在军舰上建立这么多病房。明显就是为了远程作战时候的准备。如果不是这次病毒，谁能想到人家的底牌，我们一直以为十天建一个医院就很牛了，结果人家一下子就来了十艘，还是早有准备的。 2北京·紫金长安,[],,41,2,209
fake,4484297988039255,2020-03-19 21:10,瑜缘未了,alexdfh,美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所有的医疗抢救设施，每艘船相当于一个雷神山医院。而且美国还有很强的建立field hospital 能力，一两天就可以建造一个。有吃有喝有医疗，没有过不去的关。 ​​​​,[],,16,2,9
fake,4511356205706184,2020-06-02 13:09,栖侯人生,333259566,越南国家电视台《今日越南》4月25日的节目，关于疫情期间杭州市政府给外籍人士发放5000元疫情补贴的新闻报道。 L栖侯人生的微博视频 ​​​​,[],"http://f.video.weibocdn.com/002dy4dbgx07DKsvNs8f01041200qS9F0E010.mp4?label=mp4_hd&template=592x1280.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&media_id=4511355277869063&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=v&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599029039&ssig=ZSS2fVrvIJ&KID=unistore,video&480",42,157,139
fake,4485367635697172,2020-03-22 20:00,EatWithChina,eatwithchina,#战斗民族养成记# 普京下放800只老虎和狮子上街，为了敦促人民呆在家里......#全球疫情##最新疫情地图##新型冠状病毒# ​​​​,[],,34,15,159
fake,4468660947475097,2020-02-05 17:34,最搞冷笑话,2569360232,一个被感染隔离的娃娃，向医生要抱抱！医生忍不住掩面而泣…….. 如果你做不了一个改变的人，至少请你做个善良的人，不要出门。💖#最搞冷笑话##冠状病毒对紫外线和热敏感# L最搞冷笑话的微博视频 ​​​​,[],"http://f.video.weibocdn.com/001O5wMZlx07AIIv6rnO010412000ATR0E010.mp4?label=mp4_hd&template=400x208.25.0&trans_finger=62b30a3f061b162e421008955c73f536&media_id=4468660929232912&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=h&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599361378&ssig=XgtoaZfqYc&KID=unistore,video&480",70,41,522
fake,4475087656511698,2020-02-23 11:11,Iantianbaiyun,1510401425,近期全国陆续复工，据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离 。包含内蒙古赤峰一发电厂、山西一发电厂。复工复产的企业在每日员工体温和健康监测中发现员工出现发热、乏力、干咳等健康异常情况，或者在员工主动申报有上述健康状况时，应立即采取以下应对措施。第一，隔离。第二，报告。第三，流调。第四，送诊。第五，随访。第六，出现疑似病人，做好疑似病人密切接触者的排查登记，并根据风险程度采取应急举措。第七，出现确诊病人，应协助开展调查处置，排查与患者有过接触的员工，搜索密切接触者，配合做好疫点终末消毒，并每天自主做好车间、宿舍、餐厅等重点场所的预防性消毒工作。第八，加强分类管理处置。第九，严格落实医学观察措施。,[],,0,0,1
fake,4517034363688633,2020-06-18 05:12,馋小爷,2451378031,#北京抗疫##北京战役#男神又到北京了，看到您那缓慢的步伐莫名有些心酸，本应该这个年龄在家享福，而您为了每一位中国人的健康，四处奔波，钟老辛苦了！ L馋小爷的微博视频 ​​​​,[],"http://f.video.weibocdn.com/000LDQK8gx07E9rZXfz9010412001zJu0E010.mp4?label=mp4_hd&template=360x640.24.0&trans_finger=6038099a530779e853bb78b617dbd3ab&media_id=4517034210557958&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=v&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599020020&ssig=jUlAuXnKhi&KID=unistore,video&480",141,1487,10733
