microblog_id,comment_id
58b3220bbcca2d4b98b0437b0deadd91,5913b6a7787bd4f9fd4849730d836fc2
58b3220bbcca2d4b98b0437b0deadd91,5a08fdbe2220a9a6259e445f265fb5d5
58b3220bbcca2d4b98b0437b0deadd91,ab347a6153a6b65cc3fe8475ce1a2337
58b3220bbcca2d4b98b0437b0deadd91,da1d544e012e7f60f8871b1bcef79c83
58b3220bbcca2d4b98b0437b0deadd91,1bb9924cbe2ede61af6cf7bf7518bc4d
58b3220bbcca2d4b98b0437b0deadd91,006d9c69f50d54fe3696caf452f7ea17
58b3220bbcca2d4b98b0437b0deadd91,9166e2352d7392bd8095f1b1d304fa61
58b3220bbcca2d4b98b0437b0deadd91,b002754a561c1222b5f0356b7a6e01ee
58b3220bbcca2d4b98b0437b0deadd91,715768869f7231a91e03a9a3bfba0e9e
58b3220bbcca2d4b98b0437b0deadd91,47aa8ff236450560acbe1776c8a7402b
58b3220bbcca2d4b98b0437b0deadd91,0306824ecb18380c13b5b06ed334def6
58b3220bbcca2d4b98b0437b0deadd91,51fc5d99ef14ef5b814884ee33b2cf8e
58b3220bbcca2d4b98b0437b0deadd91,656e3a36da8bb8080448bb5c30efa02b
58b3220bbcca2d4b98b0437b0deadd91,75570dbe5b869a2f3fe43ba6dd3c59c2
58b3220bbcca2d4b98b0437b0deadd91,4f8b3b0ced48f864a798b2d955ba0bca
58b3220bbcca2d4b98b0437b0deadd91,c64dc0ba80fa4d188a69f29e56b6de43
58b3220bbcca2d4b98b0437b0deadd91,e9fbca384d0e548dec3958d1cdb357a0
58b3220bbcca2d4b98b0437b0deadd91,db8ba9418edeee3f87cd61f01edb1ced
58b3220bbcca2d4b98b0437b0deadd91,4b15e315e8966ca71709d05484ad8d52
58b3220bbcca2d4b98b0437b0deadd91,99002931e650fa13d4baa1e3056ea316
58b3220bbcca2d4b98b0437b0deadd91,323e9b6adaa3e02d1623155a2fa9e90e
7cfe610e01dafc496143664a1a8cf87d,94b60017be4d8b391f583a8dcbb15c40
7cfe610e01dafc496143664a1a8cf87d,bef71b0776e7728673761e6ed66ba6db
7cfe610e01dafc496143664a1a8cf87d,c5187776b1823e0954d8bb4ecdc9504f
7cfe610e01dafc496143664a1a8cf87d,8b64f09f3a52635dbe3318414a44b2b9
7cfe610e01dafc496143664a1a8cf87d,ad3a215f6b01e0cae2bc16e9ecb65e90
7cfe610e01dafc496143664a1a8cf87d,44a26270f865dcef9ace83e5365f8ae4
7cfe610e01dafc496143664a1a8cf87d,3e9be2b91d9a03bdf507fb2593f251b4
7cfe610e01dafc496143664a1a8cf87d,a75fa026b3f5acd1beb83909880261bc
7cfe610e01dafc496143664a1a8cf87d,273065bc49da3aac55863e5a76eb1ef7
7cfe610e01dafc496143664a1a8cf87d,5c9703fc46c6c6d92eeaae1c5ca3cac3
7cfe610e01dafc496143664a1a8cf87d,bbcb3726cfface8eaf406526020dc30a
7cfe610e01dafc496143664a1a8cf87d,2677374140f306db6a07a1dd0efe10c7
7cfe610e01dafc496143664a1a8cf87d,af7dccc1304a5744a18d21d6b7037508
7cfe610e01dafc496143664a1a8cf87d,ac32ffcd5c75ae2a10dfd6529e45fd8f
7cfe610e01dafc496143664a1a8cf87d,7d9be75dcedee867ac87b8ca318f61ea
7cfe610e01dafc496143664a1a8cf87d,c147f5d21d6d51d38e26518492846a17
7cfe610e01dafc496143664a1a8cf87d,7b93c024ee72f28f7de4e0713bd9e50c
7cfe610e01dafc496143664a1a8cf87d,395535c941585f273f456fcaef03c457
7cfe610e01dafc496143664a1a8cf87d,0235fcb8dc4cf3611c4ba5eff73931cf
7cfe610e01dafc496143664a1a8cf87d,d12004b5259848d8c5230355885802aa
7cfe610e01dafc496143664a1a8cf87d,48bafbff729354c4d67c3a77ca313503
7cfe610e01dafc496143664a1a8cf87d,d319594aeb2b2885cd55937201aac47d
7cfe610e01dafc496143664a1a8cf87d,f7b803a3f971c79d84e45c4ebb5a58c3
7cfe610e01dafc496143664a1a8cf87d,a770436fbe936d318e77878ae2d2bf4d
7cfe610e01dafc496143664a1a8cf87d,5053918087c08fc06e8ec18f8b057a42
7cfe610e01dafc496143664a1a8cf87d,deaeb2d6643347e8467aace9c2a33b3b
7cfe610e01dafc496143664a1a8cf87d,cdaec744762eaa5f7e046f270a270294
7cfe610e01dafc496143664a1a8cf87d,d84326d6c39c84e8747d527f27c61b28
7cfe610e01dafc496143664a1a8cf87d,f443fa9f91b11a2f0c8094111380b3eb
7cfe610e01dafc496143664a1a8cf87d,7dd6527872bbba6d301234fa48071dbe
7cfe610e01dafc496143664a1a8cf87d,5d1c8ceeeec55aadf856539add9a3dce
7cfe610e01dafc496143664a1a8cf87d,811a1256592cd1339e0d5b6a531cb87d
7cfe610e01dafc496143664a1a8cf87d,d0257b257f4b2a4c9f9005751ba716ed
7cfe610e01dafc496143664a1a8cf87d,63e33b45b2650961263a9467e092151a
7cfe610e01dafc496143664a1a8cf87d,65e0ecd2993fd30c2addef6b59efaa80
7cfe610e01dafc496143664a1a8cf87d,e9fcdd9d754756a773605fb52a7a683a
7cfe610e01dafc496143664a1a8cf87d,f83708af034473bb41850e91b81e6108
7cfe610e01dafc496143664a1a8cf87d,be4d8593b98b31252120c00fc85ac5b5
7cfe610e01dafc496143664a1a8cf87d,1e0eaeaf41b406ead3c3134950f3d299
7cfe610e01dafc496143664a1a8cf87d,38b935acd2a29b785fc61946718450e8
7cfe610e01dafc496143664a1a8cf87d,000d3b076231ddb45c83b94b7f5a6b39
7cfe610e01dafc496143664a1a8cf87d,00b96c1ef60e46ea6457d31c5966cda1
7cfe610e01dafc496143664a1a8cf87d,e22a2c45e45922c18d10a58d9b6de246
7cfe610e01dafc496143664a1a8cf87d,aea69c0f2a63607e8fc6e7f151c3efd5
7cfe610e01dafc496143664a1a8cf87d,76625c3e5735cf8250c8df3074d2f078
7cfe610e01dafc496143664a1a8cf87d,8a02728e0c1c005640c6068bfe3f5f80
7cfe610e01dafc496143664a1a8cf87d,9d9714701a80180cb8745fd41a7f265d
7cfe610e01dafc496143664a1a8cf87d,689f0be0eba30b8bce183e04493f7f21
7cfe610e01dafc496143664a1a8cf87d,861f6a426449a4f669af666c9dcf4fef
7cfe610e01dafc496143664a1a8cf87d,5608a5d492fc2fed5a00469e0c5dfb6d
7cfe610e01dafc496143664a1a8cf87d,f27a9e46a69c0a3c03eaffbd5d4968c3
7cfe610e01dafc496143664a1a8cf87d,32803b16beb928effcdd573cf64b72b5
7cfe610e01dafc496143664a1a8cf87d,1cfbf1d03dc9cdd4b082d45457c88414
7cfe610e01dafc496143664a1a8cf87d,4f79048b00090c013390af672984adee
7cfe610e01dafc496143664a1a8cf87d,c2c4d937ecb4165591560488c6ccb4af
7cfe610e01dafc496143664a1a8cf87d,28308d324d26f270a65fd1c4c0531b05
7cfe610e01dafc496143664a1a8cf87d,05249c88a328456921334f4ca871cbbc
7cfe610e01dafc496143664a1a8cf87d,0fdb14ace6adde06f560a04956bf142c
7cfe610e01dafc496143664a1a8cf87d,c91d4d882bc9a5a428f2cdbc449eef11
7cfe610e01dafc496143664a1a8cf87d,786f57003c96e145dc4f824e60a62b98
7cfe610e01dafc496143664a1a8cf87d,0a4dbf4b3ed42cd064a6e8c8d3944c13
7cfe610e01dafc496143664a1a8cf87d,1afcf9659b7096bd38a0940461b4ecc5
7cfe610e01dafc496143664a1a8cf87d,c5eaf129531baaba2077e99c44d4be8b
7cfe610e01dafc496143664a1a8cf87d,fcfa11deb94553c3c3b921b2ade55665
7cfe610e01dafc496143664a1a8cf87d,f2f940edc77a3ad9225c08a2422c1478
7cfe610e01dafc496143664a1a8cf87d,0382379bf3943d15484da9c374d95d2c
7cfe610e01dafc496143664a1a8cf87d,45af99f5251f498bf63f8015b95c9ceb
7cfe610e01dafc496143664a1a8cf87d,3d3e7dde2c1de64e6c45109cc5cc42be
7cfe610e01dafc496143664a1a8cf87d,8f571483e61a56f428f0a23b75915572
7cfe610e01dafc496143664a1a8cf87d,98dcec50e6ab606ae905e8b43675d8d4
7cfe610e01dafc496143664a1a8cf87d,a95ba3c145b3c8831763a9ac5c84137c
7cfe610e01dafc496143664a1a8cf87d,5926b1a914a1b5b465f3fee94b3558f1
7cfe610e01dafc496143664a1a8cf87d,77df15d0e9a88a61ac6800449e4cbaec
7cfe610e01dafc496143664a1a8cf87d,90f0fa20459f547e6dccfbdbfa37b300
7cfe610e01dafc496143664a1a8cf87d,35ff40908f43e7b280e337d0dbb5bde5
7cfe610e01dafc496143664a1a8cf87d,38f7862f5a92469ce426e25694887c0f
7cfe610e01dafc496143664a1a8cf87d,ebdba91daff136ee31b46045b1c0926f
7cfe610e01dafc496143664a1a8cf87d,5fddca8f5da862fdbdef8c87fa9b9879
7cfe610e01dafc496143664a1a8cf87d,803780264845c9ccf7840e576d8c77e9
7cfe610e01dafc496143664a1a8cf87d,dd40c3ab66b2aaa6fbdb080b7e1d0389
7cfe610e01dafc496143664a1a8cf87d,d3ad7099f12cfef1fe28859700483c3f
7cfe610e01dafc496143664a1a8cf87d,49ed8a4a50bafd4668f9493c28b45dfe
7cfe610e01dafc496143664a1a8cf87d,ccf332dec4e2bb2eaae83e632f12a43d
7cfe610e01dafc496143664a1a8cf87d,aed7e800f0e62cd21760c4cb0e5a78a4
7cfe610e01dafc496143664a1a8cf87d,f6cc31783944cb4b50c6ea1986fe0ab7
7cfe610e01dafc496143664a1a8cf87d,36d61a8da227ff5fb0cd49570e330373
7cfe610e01dafc496143664a1a8cf87d,52d4131910acb753d22a183189bcc0e0
7cfe610e01dafc496143664a1a8cf87d,2b7a3e348393113388712ba5627d52f3
7cfe610e01dafc496143664a1a8cf87d,f3868788efafb67fac1263c4df7f9fe2
7cfe610e01dafc496143664a1a8cf87d,244d13b1f791f76c74173b137a50095a
7cfe610e01dafc496143664a1a8cf87d,6f1a36a3bf86d250fd8293eefceeb186
7cfe610e01dafc496143664a1a8cf87d,4f6b9341b2bdd04dc0890321e7bd8692
7cfe610e01dafc496143664a1a8cf87d,262e96c5202683ea982366f6fb36ce18
7cfe610e01dafc496143664a1a8cf87d,5c857a4bf15a372057177e887d34f27a
7cfe610e01dafc496143664a1a8cf87d,a3600ec50c6340ccb830b21aeeaffbc7
7cfe610e01dafc496143664a1a8cf87d,e6aaa5ebfe25c17d7223dcec20196f10
7cfe610e01dafc496143664a1a8cf87d,660155b9e23c6a495fb0946b20e06fa3
7cfe610e01dafc496143664a1a8cf87d,428f0fa67627aa8845fd1d9bcd40555e
7cfe610e01dafc496143664a1a8cf87d,86441f25e81e517e53d78f97cd873db2
7cfe610e01dafc496143664a1a8cf87d,e48822910bb4c4db983fa0656c77c096
7cfe610e01dafc496143664a1a8cf87d,b2ba0a59f8070dd3680548d9b6aeb221
e56c73c2412c45118996a15235d0d279,170033687fb7182f852109b9d2ef1394
e56c73c2412c45118996a15235d0d279,b79e2f83711f48abaa23285b8b1501bb
e56c73c2412c45118996a15235d0d279,ea532123353eda7da9116b4ce01cc1e1
76992f0a975db38babcacc7b57be09b5,55e8b51237f9be914ececcd785ec84f8
76992f0a975db38babcacc7b57be09b5,95e889fbe2ae309396e4e591218f2891
76992f0a975db38babcacc7b57be09b5,437adbe6d39b10cd0b880d0ba645774a
76992f0a975db38babcacc7b57be09b5,c8026dd0a14001efb180ff3a8c52736e
76992f0a975db38babcacc7b57be09b5,0d681325c4c1048bc85ba802b6a30643
76992f0a975db38babcacc7b57be09b5,6303728cd33fdb4145cf21b1342b19bc
76992f0a975db38babcacc7b57be09b5,6e89f125027579413255e724d2e6738b
76992f0a975db38babcacc7b57be09b5,d1df4a84add4135d0e6cc39261859220
76992f0a975db38babcacc7b57be09b5,77cafb1230ff44b5e5a4ab01fdf1c65b
76992f0a975db38babcacc7b57be09b5,b2fcbb461613bef31bc98ad15aa19da3
76992f0a975db38babcacc7b57be09b5,b4c8daabfaff7127fed1200bf9d73ec2
76992f0a975db38babcacc7b57be09b5,326a50f0c7805d1b4d6ee42318279d9d
76992f0a975db38babcacc7b57be09b5,a3861a74ace85eb23582761d425e8e91
76992f0a975db38babcacc7b57be09b5,a29dacfeff6a42ee41dc577c00b7248b
76992f0a975db38babcacc7b57be09b5,fbe238e8b334bf6f64868765482ca5b4
76992f0a975db38babcacc7b57be09b5,cfe4eb36f9d6f1681f8e12cd0d89ac23
76992f0a975db38babcacc7b57be09b5,1ec6bcfba429cf1370d40793390ad833
76992f0a975db38babcacc7b57be09b5,56f207afb13de399f8594ca1133b6fdb
76992f0a975db38babcacc7b57be09b5,f711e189a827f8c80be314c88013065f
76992f0a975db38babcacc7b57be09b5,4e88262a57926211283bcee2bfb2247e
76992f0a975db38babcacc7b57be09b5,8a20fa0d3f402362efee206a4b53ec99
76992f0a975db38babcacc7b57be09b5,b50e6f33c9e57b48e583eeec7f898ecd
76992f0a975db38babcacc7b57be09b5,f09c4c7af3bee7364b8ba31625b957ac
76992f0a975db38babcacc7b57be09b5,f8cef7ffacd177a16062ee53624d251e
76992f0a975db38babcacc7b57be09b5,63d729dbb1be191e672a7c6caee9f666
76992f0a975db38babcacc7b57be09b5,587bf8bf3a7dca2c143907a243f047b9
76992f0a975db38babcacc7b57be09b5,883d445178e719f29cf6d9d891399e99
76992f0a975db38babcacc7b57be09b5,523fa4bc541ee9ccb67de01d6e3184d3
76992f0a975db38babcacc7b57be09b5,b3fc995884ab7abfecc192be42fce896
76992f0a975db38babcacc7b57be09b5,01f9851abce6e37bae0bc6192291fdf7
76992f0a975db38babcacc7b57be09b5,b50c03b134afb7a79446c4524d3658af
76992f0a975db38babcacc7b57be09b5,75b22a6fc510b235f006030720442519
76992f0a975db38babcacc7b57be09b5,7be7ec4097f749a8dab57e0d434162ce
76992f0a975db38babcacc7b57be09b5,3c579df8bb65819c6e9c11e034bee5a7
76992f0a975db38babcacc7b57be09b5,fdad059f5650da7712001d53ee1b4c24
76992f0a975db38babcacc7b57be09b5,7f0654f02b0efa43648265f04e47500d
76992f0a975db38babcacc7b57be09b5,40ae8cda2073f820d1a28a9b1b8d6f99
76992f0a975db38babcacc7b57be09b5,250a0395bdb89f74ae722d29d5022997
76992f0a975db38babcacc7b57be09b5,1727ab669e8b80157b01fb85177238b5
76992f0a975db38babcacc7b57be09b5,772f18b87d79212067705c19846d37bc
76992f0a975db38babcacc7b57be09b5,430848cdde9091e3be676fa2c453fdc7
76992f0a975db38babcacc7b57be09b5,b29a1aea83ffd55cd0f26adc61c744ca
76992f0a975db38babcacc7b57be09b5,e8c89416c4249041e1e5978b6f99ed18
76992f0a975db38babcacc7b57be09b5,0ca94660403b678797ce8baf820f6de8
76992f0a975db38babcacc7b57be09b5,d21dabcb14cba6c6f8010dc73d450be1
76992f0a975db38babcacc7b57be09b5,498844052288773b3a90e00089ce3035
76992f0a975db38babcacc7b57be09b5,049491c4f0ee2945246560637b2bd986
166d914d434593b62452bfe9013f14e6,d802e2894662c19dcfb27e6843a8980f
166d914d434593b62452bfe9013f14e6,2238e33a8b462f4ec9fd66c282b2c0ff
166d914d434593b62452bfe9013f14e6,547e685171cd985a5f745f92ec5eeadd
07fa6024725cc4071aea3a07c6ae0939,f0c77c096a03cf29afb3255442948d99
07fa6024725cc4071aea3a07c6ae0939,8ee7f3fc8047161d8e650615d185e324
07fa6024725cc4071aea3a07c6ae0939,b42230b60704cf79028f80e49c7b28bd
07fa6024725cc4071aea3a07c6ae0939,24b394c87cc16209af1c6f9ea8b9e355
07fa6024725cc4071aea3a07c6ae0939,22373245378d7ca84adfe74754847069
07fa6024725cc4071aea3a07c6ae0939,f7d06d86b01a426afad6e504c55f7fbf
07fa6024725cc4071aea3a07c6ae0939,7d14fa157a90840d948d80a16ed21376
07fa6024725cc4071aea3a07c6ae0939,768e727169709846c5a82819013ad324
07fa6024725cc4071aea3a07c6ae0939,afadd3afd0d8e773928bd1dc4fe4d642
07fa6024725cc4071aea3a07c6ae0939,df2fb4935066f9b73abd766c3b123bb3
07fa6024725cc4071aea3a07c6ae0939,df3e96ec7501ffd44b91498631dd35ca
07fa6024725cc4071aea3a07c6ae0939,9257b828a1ad07f011c7b9907fcc9ec1
07fa6024725cc4071aea3a07c6ae0939,6eb4b5a4d8c0483bd337ca6f06aca5fd
07fa6024725cc4071aea3a07c6ae0939,11988e10bbb99e8185f481138942355d
07fa6024725cc4071aea3a07c6ae0939,eff96d8d8cd26f4a60a79d432dd5c32a
07fa6024725cc4071aea3a07c6ae0939,dc772ba79a2a006974bb8d0f4f9a80a1
07fa6024725cc4071aea3a07c6ae0939,34943b6b94e13626b08d3209e61d9eae
07fa6024725cc4071aea3a07c6ae0939,ad89ac3463d16e18b06e5e242900537b
07fa6024725cc4071aea3a07c6ae0939,eaa9d7d64ced8e3e730c5d6f59b01123
07fa6024725cc4071aea3a07c6ae0939,34d7f5167d93d2da8b827a4098bdf621
07fa6024725cc4071aea3a07c6ae0939,111159a004b09e063d3efd5c375f00a5
07fa6024725cc4071aea3a07c6ae0939,c75c4f0a582ab9cc5894f95d45ac69e7
07fa6024725cc4071aea3a07c6ae0939,51ecbeee67545169410edc8877dc2c2e
07fa6024725cc4071aea3a07c6ae0939,ce679f8dba0eadef828ed5d11ebf1084
07fa6024725cc4071aea3a07c6ae0939,331d4d6397244449ca16321d593fa73b
07fa6024725cc4071aea3a07c6ae0939,87eb4d96d0b616471b4d65d591d7037d
07fa6024725cc4071aea3a07c6ae0939,03123185dd4c00815fd544d1238cb512
07fa6024725cc4071aea3a07c6ae0939,5bedceed4be5845fd9077d660443fa7f
07fa6024725cc4071aea3a07c6ae0939,79b4e8889ffc102d7581b2dd3b0d8c0c
07fa6024725cc4071aea3a07c6ae0939,5541b4ad5320196fed3069757fa8a220
07fa6024725cc4071aea3a07c6ae0939,9daed4fa509c025b5793cb9f20d6a8c2
07fa6024725cc4071aea3a07c6ae0939,d153878575777a061925e0ab91f3361c
07fa6024725cc4071aea3a07c6ae0939,85847bb1a4a024527820472da22781ee
07fa6024725cc4071aea3a07c6ae0939,9ecf7bda351dc7329d248ecdd2ec4df1
07fa6024725cc4071aea3a07c6ae0939,f040b5f160f852e999f0fc1fba4be7b2
07fa6024725cc4071aea3a07c6ae0939,40db0372e0ace59b8af398517a54ebdb
07fa6024725cc4071aea3a07c6ae0939,958bdf7dc80a860a747f9bfcf41dcb70
07fa6024725cc4071aea3a07c6ae0939,d05e01a5988c850896c6dca165dcc366
07fa6024725cc4071aea3a07c6ae0939,3309e75fec81e6787e1fe6ee5b7eae5f
07fa6024725cc4071aea3a07c6ae0939,0cd81a1cc8137e5851c9b8fd0aaecf4f
07fa6024725cc4071aea3a07c6ae0939,82594030d37c8647d2aa73b276c8d6ff
07fa6024725cc4071aea3a07c6ae0939,835282ff189f013a81a07577112ba173
07fa6024725cc4071aea3a07c6ae0939,f1930a18236e5f999e91f0c0be005751
07fa6024725cc4071aea3a07c6ae0939,c14a1a2c21ab1400326379a2979c82ef
07fa6024725cc4071aea3a07c6ae0939,8bd21ed2458fd66b01f49f45802a0385
07fa6024725cc4071aea3a07c6ae0939,55d285b73ba7e76a2fbd99eb5fe21a7a
07fa6024725cc4071aea3a07c6ae0939,d1003467dd92e44a4b6d648e2796b25d
07fa6024725cc4071aea3a07c6ae0939,86cd4d1dd06f95b81b2f367b1a45e0e2
07fa6024725cc4071aea3a07c6ae0939,78ab7fd82170d4adb4a3757807e81fdd
07fa6024725cc4071aea3a07c6ae0939,34e41ec62f933546948563b046986c4f
07fa6024725cc4071aea3a07c6ae0939,2c3c36434be7f3dba18fe8cef19827ba
07fa6024725cc4071aea3a07c6ae0939,25cf845f42f7ce9dc2ec4f1f5d65e93b
07fa6024725cc4071aea3a07c6ae0939,a10ce43d1edabcee681184c04d0a39bd
07fa6024725cc4071aea3a07c6ae0939,36c66fea17d8463f65a2b17ab93a6229
07fa6024725cc4071aea3a07c6ae0939,c6c337dd65694d3277de5c810ea45231
07fa6024725cc4071aea3a07c6ae0939,d695e9d8e1651d451b93a184fc6c017f
07fa6024725cc4071aea3a07c6ae0939,755d0a7fb506f33f61cc9caf9264b5ad
07fa6024725cc4071aea3a07c6ae0939,9f7692981402371c288bec8a8da15d34
07fa6024725cc4071aea3a07c6ae0939,14fc2adbf751a7a05d9f1222672798a7
07fa6024725cc4071aea3a07c6ae0939,f9a1aa2a7a72ee213aff913a33d360e0
07fa6024725cc4071aea3a07c6ae0939,1498a0f018060c686c00e13cf1d215b5
07fa6024725cc4071aea3a07c6ae0939,ea46523524b16cd7df26fbdd971e2dc4
07fa6024725cc4071aea3a07c6ae0939,f8dfef2e153845d4bdfcf1e48189ee67
07fa6024725cc4071aea3a07c6ae0939,257b8cd789cb9e4ef2c71ec661ce8723
07fa6024725cc4071aea3a07c6ae0939,a22b9e1bca4d1cd96b0a84c9af70c435
07fa6024725cc4071aea3a07c6ae0939,efe9cccedbce9f10c69d8b69b16f411b
07fa6024725cc4071aea3a07c6ae0939,9de7c87521e8b16235eac7db5a1e842c
07fa6024725cc4071aea3a07c6ae0939,a41e6260fe4749a4f2a59420e09a076e
07fa6024725cc4071aea3a07c6ae0939,8dd55fc94cdef6461ffefd3a8e3b228f
07fa6024725cc4071aea3a07c6ae0939,773cbe503ecb6ef895e9ee1ae27362fa
07fa6024725cc4071aea3a07c6ae0939,6479c0d9a02377a7d22de350799c7d4f
07fa6024725cc4071aea3a07c6ae0939,5fb7313f52ae014ee25df3456396ccc1
07fa6024725cc4071aea3a07c6ae0939,e2fb3ae1ff314d610c3e470bc021920d
07fa6024725cc4071aea3a07c6ae0939,b2a943ac35028f67168000a8d4f25f6a
07fa6024725cc4071aea3a07c6ae0939,7be6351bfcda7ca7fa300267d5a7f958
07fa6024725cc4071aea3a07c6ae0939,0cb2c7270991b53cc9f90d2a42efc81f
07fa6024725cc4071aea3a07c6ae0939,bbca86bc3b6b3e8e0a91e089b107a986
07fa6024725cc4071aea3a07c6ae0939,6946688ba2231044877924bdc0df9002
07fa6024725cc4071aea3a07c6ae0939,0bf8288dbce83dfce2952d5afc931266
07fa6024725cc4071aea3a07c6ae0939,6a06ccfb36a60d4fbfe80f0699ae1d66
07fa6024725cc4071aea3a07c6ae0939,2fffe0887cd501d1a9109c5a1aa0039e
433c4b1933cfc46d061e079c6efd7bfd,c4d894a964232f06c11cf28ce66e56db
433c4b1933cfc46d061e079c6efd7bfd,1ef4fca650e5da458f2cedd63861a07a
433c4b1933cfc46d061e079c6efd7bfd,4d65f7fc1f15f58ce569c3f58780df90
433c4b1933cfc46d061e079c6efd7bfd,c7b5c0a62344ed829589efbee9960014
433c4b1933cfc46d061e079c6efd7bfd,8e179817041d072a3e5c911dbb6a6ce3
433c4b1933cfc46d061e079c6efd7bfd,a1848b4815353f3d23ff966029914a7a
433c4b1933cfc46d061e079c6efd7bfd,ae13c29af30453f5c8f3f4de8424c66d
433c4b1933cfc46d061e079c6efd7bfd,878fbbcf9e4ce0d963e01f6830026e44
433c4b1933cfc46d061e079c6efd7bfd,86916c485c9e335978ee455eecaa3289
433c4b1933cfc46d061e079c6efd7bfd,6c3386bba292c179e24dd08328b65017
433c4b1933cfc46d061e079c6efd7bfd,590690c9c1da9fc0a76e27851bde89ba
433c4b1933cfc46d061e079c6efd7bfd,542816b1a948118919bdbba87864b9ca
433c4b1933cfc46d061e079c6efd7bfd,06cb4129d5f0708c79b7c4baa9c31b87
433c4b1933cfc46d061e079c6efd7bfd,e924ba3cc36d0c4e65f387a5630d674a
433c4b1933cfc46d061e079c6efd7bfd,3937eeea09e0b323d6b1af8c63563f3d
433c4b1933cfc46d061e079c6efd7bfd,ca17a07969cf8e3ec691781e5516ef6f
433c4b1933cfc46d061e079c6efd7bfd,d8de8178c8caa03f92162e9d3f4f0d92
433c4b1933cfc46d061e079c6efd7bfd,334987797ff2b173a7ac88cbfb7df7da
433c4b1933cfc46d061e079c6efd7bfd,3a81528311c9681bf3f917a02c40bd7f
433c4b1933cfc46d061e079c6efd7bfd,8c651cd106e91e403a1537a2ff62a3be
433c4b1933cfc46d061e079c6efd7bfd,52eed6739de09bc1286adc8e43a87fe7
433c4b1933cfc46d061e079c6efd7bfd,faf3e649e0c916ad9fbca1cd364c6e13
433c4b1933cfc46d061e079c6efd7bfd,153440967449402b1fa85a287a5a0c55
433c4b1933cfc46d061e079c6efd7bfd,42c790d423c3d34c7b55d5183f831db2
433c4b1933cfc46d061e079c6efd7bfd,4f3e4b3f468fd4a49cf4fd610c97d196
433c4b1933cfc46d061e079c6efd7bfd,6cf4fddfeff5e0e0c5b313f34a1a97e1
433c4b1933cfc46d061e079c6efd7bfd,e294fc4749c12684987a01e780b30f3a
433c4b1933cfc46d061e079c6efd7bfd,469772cd51eb15f48c64477d0e3cd506
433c4b1933cfc46d061e079c6efd7bfd,b4f5c5761e8b1cb28037d93308b81d9a
433c4b1933cfc46d061e079c6efd7bfd,02004e35c102c26d1627f54cb6f9314c
433c4b1933cfc46d061e079c6efd7bfd,796fb58dbb5eb4c852c794091d8d59b0
